PERIODO;MES;DIA;DIA_NOMBRE;COMUNA;Es fecha importante;Riesgo;Numero de accidentes;Accidentes con Heridos;Accidentes con solo daños;Accidentes con muertos
2015;7;2;JUEVES   ;Belén;0;Medio;6;4;2;0
2015;7;2;JUEVES   ;Buenos Aires;0;Bajo;2;1;1;0
2015;7;2;JUEVES   ;Buenos Aires;0;Medio;3;3;0;0
2015;7;2;JUEVES   ;Castilla;0;Alto;6;2;4;0
2015;7;2;JUEVES   ;Castilla;0;Medio;7;5;2;0
2015;7;2;JUEVES   ;Corregimiento de San Antonio de Prado;0;Medio;1;1;0;0
2015;7;2;JUEVES   ;Corregimiento de San Cristóbal;0;Medio;1;1;0;0
2015;7;2;JUEVES   ;Doce de Octubre;0;Medio;2;1;1;0
2015;7;2;JUEVES   ;El Poblado;0;Bajo;2;0;2;0
2015;7;2;JUEVES   ;El Poblado;0;Medio;5;3;2;0
2015;7;2;JUEVES   ;Guayabal;0;Alto;6;0;6;0
2015;7;2;JUEVES   ;La América;0;Bajo;2;2;0;0
2015;7;2;JUEVES   ;La América;0;Medio;1;0;1;0
2015;7;2;JUEVES   ;La Candelaria;0;Alto;23;15;8;0
2015;7;2;JUEVES   ;La Candelaria;0;Medio;9;3;6;0
2015;7;2;JUEVES   ;Laureles Estadio;0;Alto;7;2;5;0
2015;7;2;JUEVES   ;Laureles Estadio;0;Medio;4;3;0;1
2015;7;2;JUEVES   ;Manrique;0;Bajo;1;1;0;0
2015;7;2;JUEVES   ;Manrique;0;Medio;3;3;0;0
2015;7;2;JUEVES   ;Popular;0;Bajo;1;1;0;0
2015;7;2;JUEVES   ;Robledo;0;Bajo;1;0;1;0
2015;7;2;JUEVES   ;Robledo;0;Medio;6;2;4;0
2015;7;2;JUEVES   ;Santa Cruz;0;Bajo;2;2;0;0
2015;7;2;JUEVES   ;Villa Hermosa;0;Bajo;2;1;1;0
2015;7;2;JUEVES   ;Villa Hermosa;0;Medio;2;1;1;0
2015;7;3;VIERNES  ;Aranjuez;0;Bajo;3;3;0;0
2015;7;3;VIERNES  ;Aranjuez;0;Medio;6;4;2;0
2015;7;3;VIERNES  ;Belén;0;Alto;1;0;1;0
2015;7;3;VIERNES  ;Belén;0;Bajo;5;3;2;0
2015;7;3;VIERNES  ;Belén;0;Medio;2;1;1;0
2015;7;3;VIERNES  ;Buenos Aires;0;Bajo;2;0;2;0
2015;7;3;VIERNES  ;Buenos Aires;0;Medio;1;1;0;0
2015;7;3;VIERNES  ;Castilla;0;Alto;6;4;2;0
2015;7;3;VIERNES  ;Castilla;0;Bajo;1;0;1;0
2015;7;3;VIERNES  ;Castilla;0;Medio;1;0;1;0
2015;7;3;VIERNES  ;Corregimiento de San Antonio de Prado;0;Medio;1;1;0;0
2015;7;3;VIERNES  ;Corregimiento de Santa Elena;0;Bajo;2;2;0;0
2015;7;3;VIERNES  ;Doce de Octubre;0;Medio;1;0;1;0
2015;7;3;VIERNES  ;El Poblado;0;Alto;3;2;1;0
2015;7;3;VIERNES  ;El Poblado;0;Bajo;2;1;1;0
2015;7;3;VIERNES  ;El Poblado;0;Medio;5;1;4;0
2015;7;3;VIERNES  ;Guayabal;0;Alto;4;1;3;0
2015;7;3;VIERNES  ;La América;0;Bajo;1;1;0;0
2015;7;3;VIERNES  ;La América;0;Medio;2;1;1;0
2015;7;3;VIERNES  ;La Candelaria;0;Alto;23;8;15;0
2015;7;3;VIERNES  ;La Candelaria;0;Medio;4;2;2;0
2015;7;3;VIERNES  ;Laureles Estadio;0;Alto;6;0;6;0
2015;7;3;VIERNES  ;Laureles Estadio;0;Bajo;1;0;1;0
2015;7;3;VIERNES  ;Laureles Estadio;0;Medio;7;5;2;0
2015;7;3;VIERNES  ;Manrique;0;Bajo;1;1;0;0
2015;7;3;VIERNES  ;Manrique;0;Medio;1;1;0;0
2015;7;3;VIERNES  ;Popular;0;Bajo;3;3;0;0
2015;7;3;VIERNES  ;Robledo;0;Bajo;1;1;0;0
2015;7;3;VIERNES  ;Robledo;0;Medio;4;4;0;0
2015;7;3;VIERNES  ;San Javier;0;Bajo;1;0;1;0
2015;7;3;VIERNES  ;Santa Cruz;0;Bajo;2;0;2;0
2015;7;3;VIERNES  ;Villa Hermosa;0;Bajo;1;1;0;0
2015;7;3;VIERNES  ;Villa Hermosa;0;Medio;2;2;0;0
2015;7;4;SÁBADO   ;Aranjuez;0;Medio;4;3;1;0
2015;7;4;SÁBADO   ;Belén;0;Alto;1;1;0;0
2015;7;4;SÁBADO   ;Belén;0;Bajo;2;0;2;0
2015;7;4;SÁBADO   ;Belén;0;Medio;4;3;1;0
2015;7;4;SÁBADO   ;Buenos Aires;0;Bajo;1;1;0;0
2015;7;4;SÁBADO   ;Buenos Aires;0;Medio;1;1;0;0
2015;7;4;SÁBADO   ;Castilla;0;Alto;6;5;1;0
2015;7;4;SÁBADO   ;Castilla;0;Medio;1;1;0;0
2015;7;4;SÁBADO   ;Corregimiento de San Cristóbal;0;Medio;1;0;1;0
2015;7;4;SÁBADO   ;Doce de Octubre;0;Medio;2;1;1;0
2015;7;4;SÁBADO   ;El Poblado;0;Alto;1;1;0;0
2015;7;4;SÁBADO   ;El Poblado;0;Bajo;7;2;5;0
2015;7;4;SÁBADO   ;El Poblado;0;Medio;2;0;2;0
2015;7;4;SÁBADO   ;Guayabal;0;Alto;6;4;2;0
2015;7;4;SÁBADO   ;Guayabal;0;Medio;2;1;1;0
2015;7;4;SÁBADO   ;La América;0;Bajo;1;1;0;0
2015;7;4;SÁBADO   ;La América;0;Medio;1;1;0;0
2015;7;4;SÁBADO   ;La Candelaria;0;Alto;24;11;12;1
2015;7;4;SÁBADO   ;La Candelaria;0;Medio;2;0;2;0
2015;7;4;SÁBADO   ;Laureles Estadio;0;Alto;8;5;3;0
2015;7;4;SÁBADO   ;Laureles Estadio;0;Medio;10;4;6;0
2015;7;4;SÁBADO   ;Manrique;0;Medio;1;0;1;0
2015;7;4;SÁBADO   ;Popular;0;Bajo;2;2;0;0
2015;7;4;SÁBADO   ;Robledo;0;Bajo;3;2;1;0
2015;7;4;SÁBADO   ;Robledo;0;Medio;12;5;7;0
2015;7;4;SÁBADO   ;San Javier;0;Medio;1;1;0;0
2015;7;4;SÁBADO   ;Santa Cruz;0;Bajo;2;2;0;0
2015;7;4;SÁBADO   ;Villa Hermosa;0;Bajo;3;3;0;0
2015;7;4;SÁBADO   ;Villa Hermosa;0;Medio;4;2;1;1
2015;7;5;DOMINGO  ;Aranjuez;0;Bajo;3;2;1;0
2015;7;5;DOMINGO  ;Aranjuez;0;Medio;9;6;3;0
2015;7;5;DOMINGO  ;AU;0;Bajo;1;1;0;0
2015;7;5;DOMINGO  ;Belén;0;Bajo;1;0;1;0
2015;7;5;DOMINGO  ;Belén;0;Medio;2;1;1;0
2015;7;5;DOMINGO  ;Buenos Aires;0;Medio;1;0;1;0
2015;7;5;DOMINGO  ;Castilla;0;Alto;1;0;1;0
2015;7;5;DOMINGO  ;Castilla;0;Medio;1;0;1;0
2015;7;5;DOMINGO  ;Corregimiento de Altavista;0;Bajo;1;1;0;0
2015;7;5;DOMINGO  ;Corregimiento de San Cristóbal;0;Bajo;1;0;1;0
2015;7;5;DOMINGO  ;Corregimiento de San Cristóbal;0;Medio;2;2;0;0
2015;7;5;DOMINGO  ;Corregimiento de Santa Elena;0;Bajo;1;1;0;0
2015;7;5;DOMINGO  ;Doce de Octubre;0;Medio;4;4;0;0
2015;7;5;DOMINGO  ;El Poblado;0;Medio;3;1;2;0
2015;7;5;DOMINGO  ;Guayabal;0;Alto;4;3;1;0
2015;7;5;DOMINGO  ;Guayabal;0;Medio;2;2;0;0
2015;7;5;DOMINGO  ;La América;0;Medio;1;1;0;0
2015;7;5;DOMINGO  ;La Candelaria;0;Alto;7;5;2;0
2015;7;5;DOMINGO  ;La Candelaria;0;Bajo;1;1;0;0
2015;7;5;DOMINGO  ;La Candelaria;0;Medio;4;1;3;0
2015;7;5;DOMINGO  ;Laureles Estadio;0;Alto;1;0;1;0
2015;7;5;DOMINGO  ;Laureles Estadio;0;Bajo;1;1;0;0
2015;7;5;DOMINGO  ;Laureles Estadio;0;Medio;4;2;2;0
2015;7;5;DOMINGO  ;Manrique;0;Medio;5;3;2;0
2015;7;5;DOMINGO  ;Popular;0;Bajo;3;2;1;0
2015;7;5;DOMINGO  ;Robledo;0;Bajo;2;1;1;0
2015;7;5;DOMINGO  ;Robledo;0;Medio;4;3;1;0
2015;7;5;DOMINGO  ;San Javier;0;Bajo;2;2;0;0
2015;7;5;DOMINGO  ;Santa Cruz;0;Bajo;2;1;1;0
2015;7;5;DOMINGO  ;Villa Hermosa;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Aranjuez;0;Bajo;2;2;0;0
2015;7;6;LUNES    ;Aranjuez;0;Medio;10;5;5;0
2015;7;6;LUNES    ;Belén;0;Alto;2;0;2;0
2015;7;6;LUNES    ;Belén;0;Bajo;5;3;2;0
2015;7;6;LUNES    ;Belén;0;Medio;5;4;1;0
2015;7;6;LUNES    ;Buenos Aires;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Buenos Aires;0;Medio;5;1;3;1
2015;7;6;LUNES    ;Castilla;0;Alto;5;4;1;0
2015;7;6;LUNES    ;Castilla;0;Medio;7;4;3;0
2015;7;6;LUNES    ;Corregimiento de Santa Elena;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Doce de Octubre;0;Medio;8;5;3;0
2015;7;6;LUNES    ;El Poblado;0;Bajo;3;2;1;0
2015;7;6;LUNES    ;El Poblado;0;Medio;3;0;3;0
2015;7;6;LUNES    ;Guayabal;0;Alto;10;6;4;0
2015;7;6;LUNES    ;Guayabal;0;Medio;3;2;1;0
2015;7;6;LUNES    ;In;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;La América;0;Bajo;2;1;1;0
2015;7;6;LUNES    ;La América;0;Medio;4;2;2;0
2015;7;6;LUNES    ;La Candelaria;0;Alto;33;10;23;0
2015;7;6;LUNES    ;La Candelaria;0;Medio;5;3;2;0
2015;7;6;LUNES    ;Laureles Estadio;0;Alto;5;3;2;0
2015;7;6;LUNES    ;Laureles Estadio;0;Medio;6;1;5;0
2015;7;6;LUNES    ;Manrique;0;Bajo;1;0;1;0
2015;7;6;LUNES    ;Manrique;0;Medio;3;2;1;0
2015;7;6;LUNES    ;Popular;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Robledo;0;Bajo;3;3;0;0
2015;7;6;LUNES    ;Robledo;0;Medio;3;3;0;0
2015;7;6;LUNES    ;San Javier;0;Medio;1;1;0;0
2015;7;6;LUNES    ;Santa Cruz;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Villa Hermosa;0;Bajo;1;1;0;0
2015;7;6;LUNES    ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;7;MARTES   ;Aranjuez;0;Bajo;4;4;0;0
2015;7;7;MARTES   ;Aranjuez;0;Medio;3;2;1;0
2015;7;7;MARTES   ;Belén;0;Alto;2;0;2;0
2015;7;7;MARTES   ;Belén;0;Bajo;2;1;1;0
2015;7;7;MARTES   ;Belén;0;Medio;8;4;4;0
2015;7;7;MARTES   ;Buenos Aires;0;Medio;4;2;2;0
2015;7;7;MARTES   ;Castilla;0;Alto;5;4;1;0
2015;7;7;MARTES   ;Castilla;0;Medio;5;5;0;0
2015;7;7;MARTES   ;Corregimiento de San Cristóbal;0;Medio;2;1;1;0
2015;7;7;MARTES   ;Doce de Octubre;0;Medio;1;1;0;0
2015;7;7;MARTES   ;El Poblado;0;Alto;1;0;1;0
2015;7;7;MARTES   ;El Poblado;0;Bajo;2;1;1;0
2015;7;7;MARTES   ;El Poblado;0;Medio;8;3;5;0
2015;7;7;MARTES   ;Guayabal;0;Alto;7;4;3;0
2015;7;7;MARTES   ;Guayabal;0;Medio;1;1;0;0
2015;7;7;MARTES   ;In;0;Bajo;1;1;0;0
2015;7;7;MARTES   ;La América;0;Bajo;4;1;3;0
2015;7;7;MARTES   ;La América;0;Medio;2;2;0;0
2015;7;7;MARTES   ;La Candelaria;0;Alto;32;12;19;1
2015;7;7;MARTES   ;La Candelaria;0;Medio;5;3;2;0
2015;7;7;MARTES   ;Laureles Estadio;0;Alto;3;0;3;0
2015;7;7;MARTES   ;Laureles Estadio;0;Medio;4;3;1;0
2015;7;7;MARTES   ;Manrique;0;Bajo;5;4;1;0
2015;7;7;MARTES   ;Manrique;0;Medio;3;3;0;0
2015;7;7;MARTES   ;Popular;0;Bajo;1;1;0;0
2015;7;7;MARTES   ;Robledo;0;Bajo;3;1;2;0
2015;7;7;MARTES   ;Robledo;0;Medio;9;6;3;0
2015;7;7;MARTES   ;San Javier;0;Bajo;1;1;0;0
2015;7;7;MARTES   ;Santa Cruz;0;Bajo;2;2;0;0
2015;7;7;MARTES   ;Villa Hermosa;0;Bajo;2;2;0;0
2015;7;7;MARTES   ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;8;MIÉRCOLES;Aranjuez;0;Bajo;4;3;1;0
2015;7;8;MIÉRCOLES;Aranjuez;0;Medio;7;3;3;1
2015;7;8;MIÉRCOLES;Belén;0;Alto;3;2;1;0
2015;7;8;MIÉRCOLES;Belén;0;Bajo;1;0;1;0
2015;7;8;MIÉRCOLES;Belén;0;Medio;4;4;0;0
2015;7;8;MIÉRCOLES;Buenos Aires;0;Bajo;1;1;0;0
2015;7;8;MIÉRCOLES;Buenos Aires;0;Medio;3;3;0;0
2015;7;8;MIÉRCOLES;Castilla;0;Alto;3;2;1;0
2015;7;8;MIÉRCOLES;Castilla;0;Bajo;1;0;1;0
2015;7;8;MIÉRCOLES;Castilla;0;Medio;5;2;3;0
2015;7;8;MIÉRCOLES;Corregimiento de San Antonio de Prado;0;Medio;1;1;0;0
2015;7;8;MIÉRCOLES;Doce de Octubre;0;Medio;2;2;0;0
2015;7;8;MIÉRCOLES;El Poblado;0;Alto;1;0;1;0
2015;7;8;MIÉRCOLES;El Poblado;0;Bajo;5;1;4;0
2015;7;8;MIÉRCOLES;El Poblado;0;Medio;4;1;3;0
2015;7;8;MIÉRCOLES;Guayabal;0;Alto;7;3;4;0
2015;7;8;MIÉRCOLES;Guayabal;0;Medio;2;1;1;0
2015;7;8;MIÉRCOLES;La América;0;Bajo;3;2;1;0
2015;7;8;MIÉRCOLES;La América;0;Medio;4;3;1;0
2015;7;8;MIÉRCOLES;La Candelaria;0;Alto;28;12;16;0
2015;7;8;MIÉRCOLES;La Candelaria;0;Medio;3;1;2;0
2015;7;8;MIÉRCOLES;Laureles Estadio;0;Alto;4;3;1;0
2015;7;8;MIÉRCOLES;Laureles Estadio;0;Medio;10;6;4;0
2015;7;8;MIÉRCOLES;Manrique;0;Medio;3;1;2;0
2015;7;8;MIÉRCOLES;Robledo;0;Bajo;7;4;3;0
2015;7;8;MIÉRCOLES;Robledo;0;Medio;9;6;3;0
2015;7;8;MIÉRCOLES;San Javier;0;Bajo;2;2;0;0
2015;7;8;MIÉRCOLES;San Javier;0;Medio;1;1;0;0
2015;7;8;MIÉRCOLES;Santa Cruz;0;Bajo;3;3;0;0
2015;7;8;MIÉRCOLES;Villa Hermosa;0;Bajo;3;2;1;0
2015;7;8;MIÉRCOLES;Villa Hermosa;0;Medio;4;4;0;0
2015;7;9;JUEVES   ;Aranjuez;0;Bajo;2;2;0;0
2015;7;9;JUEVES   ;Aranjuez;0;Medio;4;1;3;0
2015;7;9;JUEVES   ;Belén;0;Alto;1;0;1;0
2015;7;9;JUEVES   ;Belén;0;Bajo;3;1;2;0
2015;7;9;JUEVES   ;Belén;0;Medio;8;3;5;0
2015;7;9;JUEVES   ;Buenos Aires;0;Medio;2;0;2;0
2015;7;9;JUEVES   ;Castilla;0;Alto;2;0;2;0
2015;7;9;JUEVES   ;Castilla;0;Bajo;1;0;1;0
2015;7;9;JUEVES   ;Castilla;0;Medio;4;3;1;0
2015;7;9;JUEVES   ;Corregimiento de San Antonio de Prado;0;Medio;3;3;0;0
2015;7;9;JUEVES   ;Doce de Octubre;0;Bajo;1;1;0;0
2015;7;9;JUEVES   ;Doce de Octubre;0;Medio;1;1;0;0
2015;7;9;JUEVES   ;El Poblado;0;Alto;1;0;1;0
2015;7;9;JUEVES   ;El Poblado;0;Bajo;3;2;1;0
2015;7;9;JUEVES   ;El Poblado;0;Medio;7;1;6;0
2015;7;9;JUEVES   ;Guayabal;0;Alto;4;4;0;0
2015;7;9;JUEVES   ;Guayabal;0;Medio;1;0;1;0
2015;7;9;JUEVES   ;La América;0;Bajo;1;1;0;0
2015;7;9;JUEVES   ;La América;0;Medio;3;2;1;0
2015;7;9;JUEVES   ;La Candelaria;0;Alto;29;12;15;2
2015;7;9;JUEVES   ;La Candelaria;0;Medio;6;3;3;0
2015;7;9;JUEVES   ;Laureles Estadio;0;Alto;7;3;4;0
2015;7;9;JUEVES   ;Laureles Estadio;0;Medio;13;8;5;0
2015;7;9;JUEVES   ;Manrique;0;Bajo;2;2;0;0
2015;7;9;JUEVES   ;Popular;0;Bajo;1;1;0;0
2015;7;9;JUEVES   ;Robledo;0;Bajo;3;1;2;0
2015;7;9;JUEVES   ;Robledo;0;Medio;4;4;0;0
2015;7;9;JUEVES   ;San Javier;0;Bajo;4;3;1;0
2015;7;9;JUEVES   ;San Javier;0;Medio;1;0;1;0
2015;7;9;JUEVES   ;Villa Hermosa;0;Bajo;2;2;0;0
2015;7;9;JUEVES   ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;10;VIERNES  ;Aranjuez;0;Bajo;2;1;1;0
2015;7;10;VIERNES  ;Aranjuez;0;Medio;9;8;1;0
2015;7;10;VIERNES  ;Belén;0;Bajo;2;2;0;0
2015;7;10;VIERNES  ;Belén;0;Medio;3;3;0;0
2015;7;10;VIERNES  ;Buenos Aires;0;Bajo;1;0;1;0
2015;7;10;VIERNES  ;Buenos Aires;0;Medio;4;2;2;0
2015;7;10;VIERNES  ;Castilla;0;Alto;5;4;1;0
2015;7;10;VIERNES  ;Castilla;0;Bajo;1;0;1;0
2015;7;10;VIERNES  ;Castilla;0;Medio;6;2;4;0
2015;7;10;VIERNES  ;Corregimiento de Altavista;0;Bajo;1;1;0;0
2015;7;10;VIERNES  ;Corregimiento de San Cristóbal;0;Bajo;1;0;1;0
2015;7;10;VIERNES  ;Corregimiento de San Cristóbal;0;Medio;2;2;0;0
2015;7;10;VIERNES  ;Corregimiento de Santa Elena;0;Bajo;2;2;0;0
2015;7;10;VIERNES  ;Doce de Octubre;0;Medio;2;2;0;0
2015;7;10;VIERNES  ;El Poblado;0;Bajo;2;1;1;0
2015;7;10;VIERNES  ;El Poblado;0;Medio;5;2;3;0
2015;7;10;VIERNES  ;Guayabal;0;Alto;8;5;3;0
2015;7;10;VIERNES  ;Guayabal;0;Bajo;1;0;1;0
2015;7;10;VIERNES  ;La América;0;Bajo;7;7;0;0
2015;7;10;VIERNES  ;La América;0;Medio;3;2;1;0
2015;7;10;VIERNES  ;La Candelaria;0;Alto;23;9;14;0
2015;7;10;VIERNES  ;La Candelaria;0;Medio;2;1;1;0
2015;7;10;VIERNES  ;Laureles Estadio;0;Alto;6;4;2;0
2015;7;10;VIERNES  ;Laureles Estadio;0;Medio;7;3;4;0
2015;7;10;VIERNES  ;Manrique;0;Medio;4;4;0;0
2015;7;10;VIERNES  ;Popular;0;Bajo;2;0;2;0
2015;7;10;VIERNES  ;Robledo;0;Bajo;4;2;2;0
2015;7;10;VIERNES  ;Robledo;0;Medio;9;6;3;0
2015;7;10;VIERNES  ;San Javier;0;Bajo;1;1;0;0
2015;7;10;VIERNES  ;San Javier;0;Medio;1;0;1;0
2015;7;10;VIERNES  ;Santa Cruz;0;Bajo;2;0;2;0
2015;7;10;VIERNES  ;Villa Hermosa;0;Bajo;1;0;1;0
2015;7;10;VIERNES  ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;11;SÁBADO   ;Aranjuez;0;Bajo;2;2;0;0
2015;7;11;SÁBADO   ;Aranjuez;0;Medio;2;0;2;0
2015;7;11;SÁBADO   ;Belén;0;Alto;2;1;1;0
2015;7;11;SÁBADO   ;Belén;0;Bajo;3;1;2;0
2015;7;11;SÁBADO   ;Belén;0;Medio;5;3;2;0
2015;7;11;SÁBADO   ;Buenos Aires;0;Bajo;3;2;1;0
2015;7;11;SÁBADO   ;Buenos Aires;0;Medio;1;1;0;0
2015;7;11;SÁBADO   ;Castilla;0;Alto;4;1;3;0
2015;7;11;SÁBADO   ;Castilla;0;Medio;3;2;1;0
2015;7;11;SÁBADO   ;Corregimiento de San Antonio de Prado;0;Medio;1;1;0;0
2015;7;11;SÁBADO   ;Doce de Octubre;0;Medio;5;4;1;0
2015;7;11;SÁBADO   ;El Poblado;0;Alto;1;0;1;0
2015;7;11;SÁBADO   ;El Poblado;0;Bajo;1;0;1;0
2015;7;11;SÁBADO   ;El Poblado;0;Medio;6;3;3;0
2015;7;11;SÁBADO   ;Guayabal;0;Alto;3;0;3;0
2015;7;11;SÁBADO   ;Guayabal;0;Bajo;1;0;1;0
2015;7;11;SÁBADO   ;Guayabal;0;Medio;3;1;2;0
2015;7;11;SÁBADO   ;La América;0;Medio;1;0;1;0
2015;7;11;SÁBADO   ;La Candelaria;0;Alto;21;8;12;1
2015;7;11;SÁBADO   ;La Candelaria;0;Medio;2;1;1;0
2015;7;11;SÁBADO   ;Laureles Estadio;0;Alto;6;4;1;1
2015;7;11;SÁBADO   ;Laureles Estadio;0;Medio;11;5;6;0
2015;7;11;SÁBADO   ;Manrique;0;Bajo;1;1;0;0
2015;7;11;SÁBADO   ;Manrique;0;Medio;2;1;1;0
2015;7;11;SÁBADO   ;Popular;0;Bajo;3;1;2;0
2015;7;11;SÁBADO   ;Robledo;0;Bajo;2;2;0;0
2015;7;11;SÁBADO   ;Robledo;0;Medio;4;2;2;0
2015;7;11;SÁBADO   ;San Javier;0;Bajo;2;2;0;0
2015;7;11;SÁBADO   ;San Javier;0;Medio;1;0;1;0
2015;7;11;SÁBADO   ;Santa Cruz;0;Bajo;4;2;2;0
2015;7;11;SÁBADO   ;Villa Hermosa;0;Bajo;1;1;0;0
2015;7;11;SÁBADO   ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;12;DOMINGO  ;Aranjuez;0;Bajo;2;0;2;0
2015;7;12;DOMINGO  ;Aranjuez;0;Medio;5;4;1;0
2015;7;12;DOMINGO  ;Belén;0;Alto;3;0;3;0
2015;7;12;DOMINGO  ;Belén;0;Bajo;2;2;0;0
2015;7;12;DOMINGO  ;Belén;0;Medio;3;2;1;0
2015;7;12;DOMINGO  ;Buenos Aires;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Buenos Aires;0;Medio;3;2;1;0
2015;7;12;DOMINGO  ;Castilla;0;Alto;4;2;2;0
2015;7;12;DOMINGO  ;Castilla;0;Bajo;3;1;2;0
2015;7;12;DOMINGO  ;Castilla;0;Medio;6;3;3;0
2015;7;12;DOMINGO  ;Corregimiento de Altavista;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Corregimiento de San Antonio de Prado;0;Medio;3;3;0;0
2015;7;12;DOMINGO  ;Corregimiento de San Cristóbal;0;Medio;2;2;0;0
2015;7;12;DOMINGO  ;Corregimiento de Santa Elena;0;Medio;1;1;0;0
2015;7;12;DOMINGO  ;Doce de Octubre;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Doce de Octubre;0;Medio;6;4;2;0
2015;7;12;DOMINGO  ;El Poblado;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;El Poblado;0;Medio;1;0;1;0
2015;7;12;DOMINGO  ;Guayabal;0;Alto;3;2;1;0
2015;7;12;DOMINGO  ;Guayabal;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Guayabal;0;Medio;3;2;1;0
2015;7;12;DOMINGO  ;La América;0;Bajo;3;3;0;0
2015;7;12;DOMINGO  ;La América;0;Medio;1;1;0;0
2015;7;12;DOMINGO  ;La Candelaria;0;Alto;7;6;1;0
2015;7;12;DOMINGO  ;La Candelaria;0;Medio;2;2;0;0
2015;7;12;DOMINGO  ;Laureles Estadio;0;Alto;7;5;2;0
2015;7;12;DOMINGO  ;Laureles Estadio;0;Medio;2;2;0;0
2015;7;12;DOMINGO  ;Manrique;0;Bajo;2;2;0;0
2015;7;12;DOMINGO  ;Manrique;0;Medio;3;3;0;0
2015;7;12;DOMINGO  ;Popular;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Robledo;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Robledo;0;Medio;3;2;1;0
2015;7;12;DOMINGO  ;San Javier;0;Bajo;3;2;1;0
2015;7;12;DOMINGO  ;Santa Cruz;0;Bajo;1;1;0;0
2015;7;12;DOMINGO  ;Villa Hermosa;0;Bajo;2;2;0;0
2015;7;13;LUNES    ;Aranjuez;0;Bajo;3;2;1;0
2015;7;13;LUNES    ;Aranjuez;0;Medio;6;5;1;0
2015;7;13;LUNES    ;Belén;0;Alto;1;0;1;0
2015;7;13;LUNES    ;Belén;0;Bajo;3;1;2;0
2015;7;13;LUNES    ;Belén;0;Medio;4;1;3;0
2015;7;13;LUNES    ;Buenos Aires;0;Bajo;1;1;0;0
2015;7;13;LUNES    ;Buenos Aires;0;Medio;2;2;0;0
2015;7;13;LUNES    ;Castilla;0;Alto;5;3;2;0
2015;7;13;LUNES    ;Castilla;0;Medio;6;5;1;0
2015;7;13;LUNES    ;Corregimiento de Santa Elena;0;Bajo;1;1;0;0
2015;7;13;LUNES    ;Doce de Octubre;0;Medio;1;1;0;0
2015;7;13;LUNES    ;El Poblado;0;Alto;1;1;0;0
2015;7;13;LUNES    ;El Poblado;0;Bajo;3;1;2;0
2015;7;13;LUNES    ;El Poblado;0;Medio;12;3;9;0
2015;7;13;LUNES    ;Guayabal;0;Alto;6;4;2;0
2015;7;13;LUNES    ;Guayabal;0;Medio;3;2;1;0
2015;7;13;LUNES    ;La América;0;Medio;2;2;0;0
2015;7;13;LUNES    ;La Candelaria;0;Alto;32;18;14;0
2015;7;13;LUNES    ;La Candelaria;0;Bajo;1;1;0;0
2015;7;13;LUNES    ;La Candelaria;0;Medio;6;2;4;0
2015;7;13;LUNES    ;Laureles Estadio;0;Alto;4;0;4;0
2015;7;13;LUNES    ;Laureles Estadio;0;Medio;9;4;5;0
2015;7;13;LUNES    ;Manrique;0;Bajo;2;2;0;0
2015;7;13;LUNES    ;Manrique;0;Medio;4;2;2;0
2015;7;13;LUNES    ;Popular;0;Bajo;2;2;0;0
2015;7;13;LUNES    ;Robledo;0;Medio;12;6;6;0
2015;7;13;LUNES    ;Santa Cruz;0;Bajo;1;0;1;0
2015;7;13;LUNES    ;Villa Hermosa;0;Bajo;2;2;0;0
2015;7;13;LUNES    ;Villa Hermosa;0;Medio;1;1;0;0
2015;7;14;MARTES   ;Aranjuez;0;Medio;6;4;2;0
2015;7;14;MARTES   ;Belén;0;Alto;3;0;3;0
2015;7;14;MARTES   ;Belén;0;Bajo;2;0;2;0
2015;7;14;MARTES   ;Belén;0;Medio;2;0;2;0
2015;7;14;MARTES   ;Buenos Aires;0;Medio;3;1;2;0
2015;7;14;MARTES   ;Castilla;0;Alto;1;1;0;0
2015;7;14;MARTES   ;Castilla;0;Bajo;2;1;1;0
2015;7;14;MARTES   ;Castilla;0;Medio;4;4;0;0
2015;7;14;MARTES   ;Corregimiento de San Cristóbal;0;Bajo;1;1;0;0
2015;7;14;MARTES   ;Corregimiento de Santa Elena;0;Bajo;1;0;1;0
2015;7;14;MARTES   ;Doce de Octubre;0;Medio;2;1;1;0
2015;7;14;MARTES   ;El Poblado;0;Bajo;3;0;3;0
2015;7;14;MARTES   ;El Poblado;0;Medio;5;0;5;0
